drug,title,pmid,doi,journal,pub_year,model,direction,pos_hits,neg_hits,outcomes,abstract
1-butanol,CSF amino acid profiles in ICV-streptozotocin-induced sporadic Alzheimer's disease in male Wistar rat: a metabolomics and systems biology perspective.,38769074,10.1002/2211-5463.13814,,2024,animal,neutral,0,0,mitochondria;cognition,"Alzheimer's disease (AD) is an increasingly important public health concern due to the increasing proportion of older individuals within the general population. The impairment of processes responsible for adequate brain energy supply primarily determines the early features of the aging process. Restricting brain energy supply results in brain hypometabolism prior to clinical symptoms and is anatomically and functionally associated with cognitive impairment. The present study investigated changes in metabolic profiles induced by intracerebroventricular-streptozotocin (ICV-STZ) in an AD-like animal model. To this end, male Wistar rats received a single injection of STZ (3 mg·kg<sup>-1</sup>) by ICV (2.5 μL into each ventricle for 5 min on each side). In the second week after receiving ICV-STZ, rats were tested for cognitive performance using the Morris Water Maze test and subsequently prepared for positron emission tomography (PET) to confirm AD-like symptoms. Tandem Mass Spectrometry (MS/MS) analysis was used to detect amino acid changes in cerebrospinal fluid (CFS) samples. Our metabolomics study revealed a reduction in the concentrations of various amino acids (alanine, arginine, aspartic acid, glutamic acid, glycine, isoleucine, methionine, phenylalanine, proline, serine, threonine, tryptophane, tyrosine, and valine) in CSF of ICV-STZ-treated animals as compared to controls rats. The results of the current study indicate amino acid levels could potentially be considered targets of nutritional and/or pharmacological interventions to interfere with AD progression."
1-butanol,Corinthian Currants Promote the Expression of Paraoxonase-1 and Enhance the Antioxidant Status in Serum and Brain of 5xFAD Mouse Model of Alzheimer's Disease.,38672443,10.3390/biom14040426,,2024,animal,neutral,1,1,mitochondria,"Paraoxonase-1 (PON1), a serum antioxidant enzyme, has been implicated in Alzheimer's disease (AD) pathogenesis that involves early oxidative damage. Corinthian currants and their components have been shown to display antioxidant and other neuroprotective effects in AD. We evaluated the effect of a Corinthian currant paste-supplemented diet (CurD), provided to 1-month-old 5xFAD mice for 1, 3, and 6 months, on PON1 activity and levels of oxidation markers in serum and the brain of mice as compared to a control diet (ConD) or glucose/fructose-matched diet (GFD). Administration of CurD for 1 month increased PON1 activity and decreased oxidized lipid levels in serum compared to ConD and GFD. Longer-term administration of CurD did not, however, affect serum PON1 activity and oxidized lipid levels. Furthermore, CurD administered for 1 and 3 months, but not for 6 months, increased PON1 activity and decreased free radical levels in the cortex of mice compared to ConD and GFD. To probe the mechanism for the increased PON1 activity in mice, we studied the effect of Corinthian currant polar phenolic extract on PON1 activity secreted by Huh-7 hepatocytes or HEK293 cells transfected with a PON1-expressing plasmid. Incubation of cells with the extract led to a dose-dependent increase of secreted PON1 activity, which was attributed to increased cellular PON1 expression. Collectively, our findings suggest that phenolics in Corinthian currants can increase the hepatic expression and activity of antioxidant enzyme PON1 and that a Corinthian currant-supplemented diet during the early stages of AD in mice reduces brain oxidative stress."
1-butanol,Decreased levels of circulating trimethylamine N-oxide alleviate cognitive and pathological deterioration in transgenic mice: a potential therapeutic approach for Alzheimer's disease.,31612864,10.18632/aging.102352,,2019,animal,positive,2,1,amyloid;cognition,"Trimethylamine-N-oxide (TMAO), a metabolite of gut microbiota, has been implicated in the pathogenesis of Alzheimer's disease (AD). However, the mechanisms by which TMAO influence cognitive and pathological processes in the AD have not been investigated. In this study, we found that the circulating TMAO levels displayed an age-related increase in both WT and APP/PS1 mice and association with AD-like behavioral and pathological profile. Reduced TMAO by 3,3-Dimethyl-1-butanol (DMB) treatment ameliorated the cognitive deterioration and long-term potentiation (LTP) in APP/PS1 mice. Moreover, DMB treatment also induced a decrease in the Amyloid-β (Aβ)<sub>1-42</sub>, β-secretase, and β-secretase-cleaved C-terminal fragment (βCTF) levels in the hippocampus. Finally, the effects obtained after treatment with DMB were accompanied by a reduction in circulating clusterin levels and hippocampal neuroinflammatory status in APP/PS1 mice. These findings demonstrate that elevated circulating TMAO during the aging process might deteriorate cognitive function and pathology in APP/PS1 mice."
1-butanol,40 Hz light preserves synaptic plasticity and mitochondrial function in Alzheimer's disease model.,39506052,10.1038/s41598-024-78528-7,,2024,animal,positive,3,2,amyloid;mitochondria;synapse;cognition,"Alzheimer's disease (AD) is the most prevalent type of dementia. Its causes are not fully understood, but it is now known that factors like mitochondrial dysfunction, oxidative stress, and compromised ion channels contribute to its onset and progression. Flickering light therapy has shown promise in AD treatment, though its mechanisms remain unclear. In this study, we used a rat model of streptozotocin (STZ)-induced AD to evaluate the effects of 40 Hz flickering light therapy. Rats received intracerebroventricular (ICV) STZ injections, and 7 days after, they were exposed to 40 Hz flickering light for 15 min daily over seven days. Cognitive and memory functions were assessed using Morris water maze, novel object recognition, and passive avoidance tests. STZ-induced AD rats exhibited cognitive decline, elevated reactive oxygen species, amyloid beta accumulation, decreased serotonin and dopamine levels, and impaired mitochondrial function. However, light therapy prevented these effects, preserving cognitive function and synaptic plasticity. Additionally, flickering light restored mitochondrial metabolites and normalized ATP-insensitive mitochondrial calcium-sensitive potassium (mitoBKCa) channel activity, which was otherwise downregulated in AD rats. Our findings suggest that 40 Hz flickering light therapy could be a promising treatment for neurodegenerative disorders like AD by preserving synaptic and mitochondrial function."
1-pentanol,Spared piriform cortical single-unit odor processing and odor discrimination in the Tg2576 mouse model of Alzheimer's disease.,25181487,10.1371/journal.pone.0106431,,2014,human_observational,negative,0,1,amyloid,"Alzheimer's disease is a neurodegenerative disorder that is the most common cause of dementia in the elderly today. One of the earliest reported signs of Alzheimer's disease is olfactory dysfunction, which may manifest in a variety of ways. The present study sought to address this issue by investigating odor coding in the anterior piriform cortex, the primary cortical region involved in higher order olfactory function, and how it relates to performance on olfactory behavioral tasks. An olfactory habituation task was performed on cohorts of transgenic and age-matched wild-type mice at 3, 6 and 12 months of age. These animals were then anesthetized and acute, single-unit electrophysiology was performed in the anterior piriform cortex. In addition, in a separate group of animals, a longitudinal odor discrimination task was conducted from 3-12 months of age. Results showed that while odor habituation was impaired at all ages, Tg2576 performed comparably to age-matched wild-type mice on the olfactory discrimination task. The behavioral data mirrored intact anterior piriform cortex single-unit odor responses and receptive fields in Tg2576, which were comparable to wild-type at all age groups. The present results suggest that odor processing in the olfactory cortex and basic odor discrimination is especially robust in the face of amyloid β precursor protein (AβPP) over-expression and advancing amyloid β (Aβ) pathology. Odor identification deficits known to emerge early in Alzheimer's disease progression, therefore, may reflect impairments in linking the odor percept to associated labels in cortical regions upstream of the primary olfactory pathway, rather than in the basic odor processing itself."
"2,2,2-tribromoethanol",Targeted demethylation of cathepsin D via epigenome editing rescues pathology in Alzheimer's disease mouse model.,39744681,10.7150/thno.103455,,2025,animal,positive,1,0,amyloid;cognition,"<b>Background:</b> Cathepsin D (Ctsd) has emerged as a promising therapeutic target for Alzheimer's disease (AD) due to its role in degrading intracellular amyloid beta (Aβ). Enhancing Ctsd activity could reduce Aβ42 accumulation and restore the Aβ42/40 ratio, offering a potential AD treatment strategy. <b>Methods:</b> This study explored Ctsd demethylation in AD mouse models using dCas9-Tet1-mediated epigenome editing. We identified dCas9-Tet1 as an effective tool for demethylating the endogenous Ctsd gene in primary neurons and <i>in vivo</i> brains. <b>Results:</b> Treatment with Ctsd-targeted dCas9-Tet1 in primary neurons overexpressing mutant APP (mutAPP) reduced Aβ peptide levels and the Aβ42/40 ratio. Additionally, <i>in vivo</i> demethylation of Ctsd via dCas9-Tet1 in 5xFAD mice significantly altered Aβ levels and alleviated cognitive and behavioral deficits. <b>Conclusion:</b> These findings offer valuable insights into developing epigenome editing-based gene therapy strategies for AD."
"2,2,2-tribromoethanol",SENP1 inhibits aerobic glycolysis in Aβ&lt;sub&gt;1-42&lt;/sub&gt;-incubated astrocytes by promoting PUM2 deSUMOylation.,39794619,10.1007/s10565-025-09986-6,,2025,animal,positive,2,1,amyloid;mitochondria;cognition,"Alzheimer's disease (AD), the most prevalent form of dementia in the elderly, involves critical changes such as reduced aerobic glycolysis in astrocytes and increased neuronal apoptosis, both of which are significant in the disease's pathology. In our study, astrocytes treated with amyloid β1-42 (Aβ<sub>1-42</sub>) to simulate AD conditions exhibited upregulated expressions of small ubiquitin-like modifier (SUMO)-specific protease 1 (SENP1) and Pumilio RNA Binding Family Member 2 (PUM2), alongside decreased levels of Nuclear factor erythroid 2-related factor 2 (NRF2). SENP1 is notably the most upregulated SUMOylation enzyme in Aβ<sub>1-42</sub>-exposed astrocytes. Functional assays including Ni<sup>2+</sup>-Nitrilotriacetic acid (NTA) agarose bead pull-down and co-immunoprecipitation (Co-IP) confirmed SENP1's role in actively deSUMOylating PUM2, thereby enhancing its stability and expression. The interaction between PUM2 and the 3' untranslated region (3'UTR) of NRF2 mRNA reduces NRF2 levels, subsequently diminishing the transcriptional activation of critical glycolytic enzymes, Hexokinase 1 (HK1) and Glucose Transporter 1 (GLUT1). These changes contribute to the observed reduction in glycolytic function in astrocytes, exacerbating neuronal apoptosis. Targeted interventions, such as knockdown of Senp1 or Pum2 or overexpression of NRF2 in APPswe/PSEN1dE9 (APP/PS1) transgenic mice, effectively increased HK1 and GLUT1 levels, decreased apoptosis, and alleviated cognitive impairment. These findings highlight the important roles of the SENP1/PUM2/NRF2 pathway in influencing glucose metabolism in astrocytes, presenting new potential therapeutic targets for AD."
"2,2,2-tribromoethanol",Sex-specific changes in protein expression of membrane transporters in the brain cortex of 5xFAD mouse model of Alzheimer's disease.,38572427,10.3389/fphar.2024.1365051,,2024,animal,negative,0,1,amyloid;mitochondria,"Membrane transporters playing an important role in the passage of drugs, metabolites and nutrients across the membranes of the brain cells have been shown to be involved in pathogenesis of Alzheimer's disease (AD). However, little is known about sex-specific changes in transporter protein expression at the brain in AD. Here, we investigated sex-specific alterations in protein expression of three ATP-binding cassette (ABC) and five solute carriers (SLC) transporters in the prefrontal cortex of a commonly used model of familial AD (FAD), 5xFAD mice. Sensitive liquid chromatography tandem mass spectrometry-based quantitative targeted absolute proteomic analysis was applied for absolute quantification of transporter protein expression. We compared the changes in transporter protein expressions in 7-month-old male and female 5xFAD mice versus sex-matched wild-type mice. The study revealed a significant sex-specific increase in protein expression of ABCC1 (<i>p</i> = 0.007) only in male 5xFAD mice as compared to sex-matched wild-type animals. In addition, the increased protein expression of glucose transporter 1 (<i>p</i> = 0.01), 4F2 cell-surface antigen heavy chain (<i>p</i> = 0.01) and long-chain fatty acid transport protein 1 (<i>p</i> = 0.02) were found only in female 5xFAD mice as compared to sex-matched wild-type animals. Finally, protein expression of alanine/serine/cysteine/threonine transporter 1 was upregulated in both male (<i>p</i> = 0.02) and female (<i>p</i> = 0.002) 5xFAD mice. The study provides important information about sex-specific changes in brain cortical transporter expression in 5xFAD mice, which will facilitate drug development of therapeutic strategies for AD targeting these transporters and drug delivery research."
"2,2,2-tribromoethanol",PLCG2 modulates TREM2 expression and signaling in response to Alzheimer's disease pathology.,40346446,10.1002/alz.70231,,2025,animal,neutral,1,1,amyloid;microglia;mitochondria,"<h4>Background</h4>Phospholipase C gamma 2 (PLCG2) is an intracellular effector of microglial cell surface receptors, including triggering receptor expressed on myeloid cells 2 (TREM2). Variants which alter PLCG2 activity impact Alzheimer's disease (AD) risk, but the effects of PLCG2 deficiency in AD remain unclear.<h4>Methods</h4>5xFAD mice were crossed with PLCG2- and TREM2-deficient mice to assess the role of PLCG2 in response to amyloid pathology. Human bulk RNA-sequencing data were used to validate findings in AD patients.<h4>Results</h4>In 5xFAD mice, the absence of PLCG2 resulted in reduced TREM2 expression and impaired microglial associations with amyloid beta plaques. Transcriptomic analysis revealed perturbations in immune-related pathways shared between PLCG2 and TREM2 deficiencies, as well as distinct differences. Human transcriptomics revealed positive correlations between PLCG2 and TREM2 independent of pathological scores.<h4>Discussion</h4>PLCG2 is a critical component of TREM2 signal transduction and may play an upstream role in TREM2 regulation. These findings clarify the mechanisms of risk and protective PLCG2 variants.<h4>Highlights</h4>The role of phospholipase C gamma 2 (PLCG2) deficiency in response to amyloid beta (Aβ) pathology was investigated in 5xFAD mice and with human cortical transcriptomics. PLCG2 deficiency significantly reduces triggering receptor expressed on myeloid cells 2 (TREM2) expression, while TREM2 deficiency increases PLCG2 expression. PLCG2 expression predicts TREM2 expression in human cortex independent of pathology. PLCG2 and TREM2 deficiencies similarly impair microglial responses to Aβ plaques, exacerbate neuronal pathology, and impair gene expression associated with immune responses. PLCG2 deficiency confers distinct transcriptional perturbations from TREM2 deficiency. PLCG2 may play an upstream role in the regulation of the TREM2-mediated immune response."
"2,2,2-tribromoethanol",NADPH Oxidase Inhibition Promotes Brain Resilience by Attenuating Tauopathy and Neuroinflammation in Alzheimer's Disease.,40823879,10.1002/advs.202505495,,2025,animal,negative,2,3,tau;microglia;mitochondria;cognition,"Alzheimer's disease (AD) associates closely associated with the activation of NADPH oxidase (Nox) isozymes. CRB-2131, a novel oxadiazole derivative, is identified as a potently suppresses Nox isozymes. It inhibits reactive oxygen species production (ROS) by hippocampal neuronal and microglial cells and reduces microglial activation. Prophylactic (starting at 3.5 months of age) and therapeutic (starting at 6 months of age) oral administration with CRB-2131 for 10 weeks in 5XFAD mice reduced hippocampal superoxide levels, lipid peroxidation, Tau phosphorylation, and neuroinflammation. Prophylactic and therapeutic CRB-2131 treatment of 5XFAD mice restored their impaired cognition as shown by the novel-object recognition, Y-maze, and Morris water-maze tests. CRB-2131 treatment increased mature neurons, reduced apoptotic mature neurons, and elevated immature neurons in the hippocampus. Positron-emission tomography/computed-tomography imaging confirmed that CRB-2131 stimulated neuronal regeneration. CRB-2131 suppresses brain oxidation, tauopathy, and neuroinflammation, thereby preventing mature neuron death and promoting neuron regeneration. Ultimately, this fosters a resilient brain and protects cognition."
"2,2,2-tribromoethanol",Age- and Sex-Specific Regulation of Serine Racemase in the Retina of an Alzheimer's Disease Mouse.,39813057,10.1167/iovs.66.1.36,,2025,animal,neutral,1,1,amyloid,"<h4>Purpose</h4>Changes associated with Alzheimer's disease (AD) may have measurable effects on the retina, which may facilitate early detection due to the eye's accessibility. Retinal pathology and the regulation of serine racemase (SR) were investigated in the retinas of APP(SW)/PS1(∆E9) mice.<h4>Methods</h4>SR in the retinas and the content of D-serine in the aqueous humor were analyzed. The structure and function of the retina were assessed. Additionally, the regulation of SR in primary Müller cell cultures was investigated.<h4>Results</h4>SR levels were significantly higher in the retinas of 18- and 24-month-old male APP/PS1 mice, whereas aqueous humor D-serine was lower in 24-month-old APP/PS1 male mice compared to wild-type (WT) mice. Neither Aβ nor 17β-estradiol increased SR, but the combination of both did in Müller cell cultures. In contrast, 17β-estradiol increased Srr mRNA in the cultures. At 8 months of age, male APP/PS1 mice began to display reduced b-wave amplitude in scotopic and photopic electroretinography (ERG) recordings, unlike female APP/PS1 mice. Although the retinal layer thickness in APP/PS1 mice did not differ from WT mice, there was overt apoptosis in the inner and outer nuclear layers of the APP/PS1 mice retinas.<h4>Conclusions</h4>The age- and sex-specific regulation of SR is correlated with the pathology of an AD retina. Because the time window for SR regulation and D-serine alteration occurs after photoreceptor dysfunction in the AD retinas, it has limited value as a detection biomarker but may be useful as a topographic biomarker for staging severity and monitoring drug interventions in the eye or central nervous system."
"2,2,2-tribromoethanol",The autocrine motility factor receptor delays the pathological progression of Alzheimer's disease via regulating the ubiquitination-mediated degradation of APP.,40301979,10.1186/s13195-025-01741-7,,2025,animal,positive,3,0,amyloid;mitochondria;synapse;cognition,"<h4>Background</h4>The ubiquitin-proteasome system (UPS) is responsible for most protein degradation and its malfunction is normally observed in neurodegenerative diseases, including Alzheimer's disease (AD). The autocrine motility factor receptor (AMFR) is an E3 ubiquitin ligase that resides on the endoplasmic reticulum membrane and is involved in various essential biological processes. However, the role of AMFR in AD is still unidentified.<h4>Methods</h4>Behavioral experiments, including open-field test (OFT), novel object recognition test (NORT) and morris water maze test (MWMT) were conducted after adeno-associated virus (AAV) microinjection into AD model mice. Western blot, co-immunoprecipitation (Co-IP), qPCR and ubiquitination assay were used to analyze AMFR mediated ubiquitination degradation of amyloid precursor protein (APP). ELISA was employed to evaluate changes in amyloidogenic cleavage products of APP following upregulation or downregulation of AMFR in neural cells and analyze AMFR levels in serum and cerebrospinal fluid (CSF) of AD patients.<h4>Results</h4>The progressive decline in AMFR levels was found not only in the hippocampus of APPswe/PSEN1dE9 (APP/PS1) mice but also in the CSF and serum of patients with AD. Moreover, the interaction of AMFR and APP was observed both in hippocampal tissues and brain neurons. In addition, AMFR promoted the K11-linked polyubiquitination of APP to speed up its proteasomal degradation, resulting in decreased Aβ production. Importantly, AMFR overexpression largely rescued the cognitive and synaptic deficits in APP/PS1 mice.<h4>Conclusions</h4>Taken together, our results demonstrated that AMFR reduced Aβ production and alleviated cognitive impairment by promoting the ubiquitination-mediated degradation of APP. This study indicated that AMFR could have the potential to be a therapeutic target of early-stage AD."
"2,2,2-tribromoethanol",Transferrin-Conjugated Melittin-Loaded L-Arginine-Coated Iron Oxide Nanoparticles for Mitigating Beta-Amyloid Pathology of the 5XFAD Mouse Brain.,37834402,10.3390/ijms241914954,,2023,animal,neutral,1,1,amyloid;tau,"Alzheimer's disease (AD) is one of the most prevalent neurodegenerative diseases and a major contributor to dementia. Although the cause of this condition has been identified long ago as aberrant aggregations of amyloid and tau proteins, effective therapies for it remain elusive. The complexities of drug development for AD treatment are often compounded by the impermeable blood-brain barrier and low-yield brain delivery. In addition, the use of high drug concentrations to overcome this challenge may entail side effects. To address these challenges and enhance the precision of delivery into brain regions affected by amyloid aggregation, we proposed a transferrin-conjugated nanoparticle-based drug delivery system. The transferrin-conjugated melittin-loaded L-arginine-coated iron oxide nanoparticles (Tf-MeLioNs) developed in this study successfully mitigated melittin-induced cytotoxicity and hemolysis in the cell culture system. In the 5XFAD mouse brain, Tf-MeLioNs remarkably reduced amyloid plaque accumulation, particularly in the hippocampus. This study suggested Tf-LioNs as a potential drug delivery platform and Tf-MeLioNs as a candidate for therapeutic drug targeting of amyloid plaques in AD. These findings provide a foundation for further exploration and advancement in AD therapeutics."
"2,2,2-tribromoethanol",Malnutrition exacerbating neuropsychiatric symptoms on the Alzheimer's continuum is relevant to the cAMP signaling pathway: Human and mouse studies.,39868480,10.1002/alz.14506,,2025,animal,neutral,1,1,amyloid,"<h4>Introduction</h4>Malnutrition correlates with neuropsychiatric symptoms (NPSs) in Alzheimer's disease (AD); however, the potential mechanism underlying this association remains unclear.<h4>Methods</h4>Baseline and longitudinal associations of nutritional status with NPSs were analyzed in 374 patients on the AD continuum and 61 healthy controls. Serum biomarkers, behavioral tests, cerebral neurotransmitters, and differentially gene expression were evaluated in standard and malnourished diet-fed transgenic APPswe/PSEN1dE9 (APP/PS1) mice.<h4>Results</h4>Poor nutritional status and increased cerebral blood flow in the midbrain and striatum were associated with severe general NPSs and subtypes, especially depression, anxiety, and apathy. APP/PS1 mice fed a malnourished diet showed poor nutritional status, depression- and anxiety-like behaviors, altered neurotransmitter levels, and downregulated c-Fos expression in the midbrain and striatum; these were associated with suppressed cyclic adenosine monophosphate (cAMP) signaling pathway.<h4>Discussion</h4>Malnutrition exacerbating NPSs is relevant to suppressed cAMP pathway in the midbrain and striatum, suggesting the potential for targeted nutritional interventions to mitigate NPSs in the AD continuum.<h4>Highlights</h4>Poor nutritional status linked to general and specific neuropsychiatric symptom (NPS) deterioration. Malnutrition affects NPSs, usually involving the midbrain and striatum. Malnourished diet induces depression- and anxiety-like behaviors in APP/PS1 mice. Malnutrition exacerbates NPSs associated with cAMP signaling pathway in the midbrain and striatum."
"2,2,2-tribromoethanol",Thioflavin-positive tau aggregates complicating quantification of amyloid plaques in the brain of 5XFAD transgenic mouse model.,33452414,10.1038/s41598-021-81304-6,,2021,animal,neutral,0,0,amyloid;tau,"Transgenic mouse models recapitulating Alzheimer's disease (AD) pathology are pivotal in molecular studies and drug evaluation. In transgenic models selectively expressing amyloid-β (Aβ), thioflavin S (ThS), a fluorescent dye with β-sheet binding properties, is widely employed to observe amyloid plaque accumulation. In this study, we investigated the possibility that a commonly used Aβ-expressing AD model mouse, 5XFAD, generates ThS-positive aggregates of β-sheet structures in addition to Aβ fibrils. To test this hypothesis, brain sections of male and female 5XFAD mice were double-stained with ThS and monoclonal antibodies against Aβ, tau, or α-synuclein, all of which aggregates are detected by ThS. Our results revealed that, in addition to amyloid plaques, 5XFAD mice express ThS-positive phospho-tau (p-tau) aggregates. Upon administration of a small molecule that exclusively disaggregates Aβ to 5XFAD mice for six weeks, we found that the reduction level of plaques was smaller in brain sections stained by ThS compared to an anti-Aβ antibody. Our findings implicate that the use of ThS complicates the quantification of amyloid plaques and the assessment of Aβ-targeting drugs in 5XFAD mice."
"2,2,2-tribromoethanol",VTA dopamine neurons are hyperexcitable in 3xTg-AD mice due to casein kinase 2-dependent SK channel dysfunction.,39516200,10.1038/s41467-024-53891-1,,2024,animal,positive,2,0,amyloid;tau;cognition,"Alzheimer's disease (AD) patients exhibit neuropsychiatric symptoms that extend beyond classical cognitive deficits, suggesting involvement of subcortical areas. Here, we investigated the role of midbrain dopamine (DA) neurons in AD using the amyloid + tau-driven 3xTg-AD mouse model. We found deficits in reward-based operant learning in AD mice, suggesting possible VTA DA neuron dysregulation. Physiological assessment revealed hyperexcitability and disrupted firing in DA neurons caused by reduced activity of small-conductance calcium-activated potassium (SK) channels. RNA sequencing from contents of single patch-clamped DA neurons (Patch-seq) identified up-regulation of the SK channel modulator casein kinase 2 (CK2), which we corroborated by immunohistochemical protein analysis. Pharmacological inhibition of CK2 restored SK channel activity and normal firing patterns in 3xTg-AD mice. These findings identify a mechanism of ion channel dysregulation in VTA DA neurons that could contribute to behavioral abnormalities in AD, paving the way for novel treatment strategies."
"2,2,2-tribromoethanol",Effect of Obesity and High-Density Lipoprotein Concentration on the Pathological Characteristics of Alzheimer's Disease in High-Fat Diet-Fed Mice.,36293147,10.3390/ijms232012296,,2022,animal,neutral,1,1,amyloid;microglia,"The typical pathological features of Alzheimer's disease (AD) are the accumulation of amyloid plaques in the brain and reactivity of glial cells such as astrocytes and microglia. Clinically, the development of AD and obesity are known to be correlated. In this study, we analyzed the changes in AD pathological characteristics in 5XFAD mice after obesity induction through a high-fat diet (HFD). Surprisingly, high-density lipoprotein and apolipoprotein AI (APOA-I) serum levels were increased without low-density lipoprotein alteration in both HFD groups. The reactivity of astrocytes and microglia in the dentate gyrus of the hippocampus and fornix of the hypothalamus in 5XFAD mice was decreased in the transgenic (TG)-HFD high group. Finally, the accumulation of amyloid plaques in the dentate gyrus region of the hippocampus was also significantly decreased in the TG-HFD high group. These results suggest that increased high-density lipoprotein level, especially with increased APOA-I serum level, alleviates the pathological features of AD and could be a new potential therapeutic strategy for AD treatment."
"2,2,2-tribromoethanol",Sex differences in a murine model of Cerebral Amyloid Angiopathy.,34589766,10.1016/j.bbih.2021.100260,,2021,animal,negative,1,2,amyloid;cognition,"Cerebral amyloid angiopathy (CAA) is one of the common causes of lobar intracerebral hemorrhage and vascular cognitive impairment (VCI) in the aging population. Increased amyloid plaque deposition within cerebral blood vessels, specifically the smooth muscle layer, is linked to increased cerebral microbleeds (CMBs) and impaired cognition in CAA. Studies in Alzheimer's disease (AD) have shown that amyloid plaque pathology is more prevalent in the brains of elderly women (2/3rd of the dementia population) compared with men, however, there is a paucity of studies on sex differences in CAA<i>.</i> The objective of this study was to discern the sexual dichotomies in CAA<i>.</i> We utilized male and female Tg-SwDI mice (mouse model of CAA) at 12-14 months of age for this study. We evaluated sex differences in CMBs, cognitive function and inflammation. Cognition was assessed using Y-maze (spatial working memory) and Fear Conditioning (contextual memory). CMBs were quantified by <i>ex vivo</i> brain MRI scans. Inflammatory cytokines in brain were quantified using ELISA. Our results demonstrated that aging Tg-SwDI female mice had a significantly higher burden of CMBs on MRI as compared to males. Interestingly, these aging Tg-SwDI female mice also had significantly impaired spatial and contextual memory on Y maze and Fear Conditioning respectively. Furthermore, female mice had significantly lower circulating inflammatory cytokines, IL-1α, IL-2, IL-9, and IFN-γ, as compared to males. Our results demonstrate that aging female Tg-SwDI mice are more cognitively impaired and have higher number of CMBs, as compared to males at 12-14 months of age. This may be secondary to reduced levels of neural repair cytokines (IL-1α, IL-2, IL-9 and IFN-γ) involved in sex specific inflammatory signaling in CAA."
"2,2,2-tribromoethanol",TREM2 splice isoforms generate soluble TREM2 species that disrupt long-term potentiation.,36805764,10.1186/s13073-023-01160-z,,2023,animal,negative,0,1,amyloid;tau;microglia;synapse,"<h4>Background</h4>TREM2 is a transmembrane receptor expressed by myeloid cells and acts to regulate their immune response. TREM2 governs the response of microglia to amyloid and tau pathologies in the Alzheimer's disease (AD) brain. TREM2 is also present in a soluble form (sTREM2), and its CSF levels fluctuate as a function of AD progression. Analysis of stroke and AD mouse models revealed that sTREM2 proteins bind to neurons, which suggests sTREM2 may act in a non-cell autonomous manner to influence neuronal function. sTREM2 arises from the proteolytic cleavage of the membrane-associated receptor. However, alternatively spliced TREM2 species lacking a transmembrane domain have been postulated to contribute to the pool of sTREM2. Thus, both the source of sTREM2 species and its actions in the brain remain unclear.<h4>Methods</h4>The expression of TREM2 isoforms in the AD brain was assessed through the analysis of the Accelerating Medicines Partnership for Alzheimer's Disease Consortium transcriptomics data, as well as qPCR analysis using post-mortem samples of AD patients and of the AD mouse model 5xFAD. TREM2 cleavage and secretion were studied in vitro using HEK-293T and HMC3 cell lines. Synaptic plasticity, as evaluated by induction of LTP in hippocampal brain slices, was employed as a measure of sTREM2 actions.<h4>Results</h4>Three distinct TREM2 transcripts, namely ENST00000373113 (TREM2<sup>230</sup>), which encodes the full-length transmembrane receptor, and the alternatively spliced isoforms ENST00000373122 (TREM2<sup>222</sup>) and ENST00000338469 (TREM2<sup>219</sup>), are moderately increased in specific brain regions of patients with AD. We provide experimental evidence that TREM2 alternatively spliced isoforms are translated and secreted as sTREM2. Furthermore, our functional analysis reveals that all sTREM2 species inhibit LTP induction, and this effect is abolished by the GABAA receptor antagonist picrotoxin.<h4>Conclusions</h4>TREM2 transcripts can give rise to a heterogeneous pool of sTREM2 which acts to inhibit LTP. These results provide novel insight into the generation, regulation, and function of sTREM2 which fits into the complex biology of TREM2 and its role in human health and disease. Given that sTREM2 levels are linked to AD pathogenesis and progression, our finding that sTREM2 species interfere with LTP furthers our understanding about the role of TREM2 in AD."
"2,2,2-tribromoethanol",Involvement of Activation of Asparaginyl Endopeptidase in Tau Hyperphosphorylation in Repetitive Mild Traumatic Brain Injury.,29889065,10.3233/jad-180177,,2018,animal,negative,0,1,tau,"Traumatic brain injury (TBI) is an established risk factor for the development of neurodegeneration and dementia late in life. Repetitive mild TBI (r-mTBI) is directly associated with chronic traumatic encephalopathy (CTE), a progressive neurodegenerative disorder characterized by focal perivascular to widespread Alzheimer-type neurofibrillary pathology of hyperphosphorylated tau. Studies in animal models have shown hyperphosphorylation of tau after TBI. However, the molecular mechanisms by which TBI leads to tau pathology are not understood. In this study, we employed western blots and immunohistochemistry to test, in triple-transgenic mouse model of Alzheimer's disease (3xTg-AD), the effect of r-mTBI on tau hyperphosphorylation and activation of asparaginyl endopeptidase (AEP), a cysteine proteinase which is known to be involved in tau hyperphosphorylation. We found that the level of active AEP was increased and correlated with the level of tau hyperphosphorylation following r-mTBI, and that fimbria showed increased immunoreactivity to phospho-tau. In addition, inhibitor 2 of protein phosphatase 2A (I2PP2A) was translocated from neuronal nucleus to the cytoplasm and colocalized with hyperphosphorylated tau. These data suggest the involvement of AEP-I2PP2A-PP2A-ptau pathway in tau pathology in TBI."
